census_tract_fips,population_total,population_under_18,pct_white,pct_black,pct_asian,pct_other,pct_hispanic,pct_white_nh,pct_black_nh,pct_asian_nh,pct_other_nh,median_income,median_income_2010_adj,pct_poverty,pct_poverty_under_18,pct_assisted_income,pct_no_hs,pct_hs,pct_bach,pct_higher_than_bach,pct_hs_dropout,pct_female_hh,pct_single_parent,pct_unemployed,pct_vacant_housing,pct_owner_occupied,median_rent,median_rent_2010_adj,median_home_value,median_home_value_2010_adj,area_m2
261450010,7058,2831,99,1,0,0,50,NA,NA,NA,NA,NA,NA,10,10,3,56,41,2,1,19,NA,NA,2,3,83,NA,NA,NA,NA,2904788
261450011,4882,2171,64,35,0,1,27,NA,NA,NA,NA,NA,NA,26,27,7,69,28,2,1,27,NA,NA,4,6,57,NA,NA,NA,NA,4278210
261450012,4193,1551,99,1,0,0,0,NA,NA,NA,NA,NA,NA,6,6,2,51,44,3,2,18,NA,NA,3,4,77,NA,NA,NA,NA,4942524
261450013,3309,1154,99,1,0,0,37,NA,NA,NA,NA,NA,NA,7,6,2,55,39,4,3,13,NA,NA,4,6,62,NA,NA,NA,NA,1756540
261450014,4250,1410,100,0,0,0,79,NA,NA,NA,NA,NA,NA,5,4,0,40,49,6,4,11,NA,NA,3,2,87,NA,NA,NA,NA,1541421
261450015,4719,1545,100,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,1,30,56,8,6,2,NA,NA,2,2,85,NA,NA,NA,NA,1596683
261450016,4857,1648,100,0,0,0,72,NA,NA,NA,NA,NA,NA,6,3,1,41,53,4,1,7,NA,NA,2,3,72,NA,NA,NA,NA,1478506
261450017,3081,993,98,2,0,0,65,NA,NA,NA,NA,NA,NA,11,11,3,47,44,4,4,12,NA,NA,2,9,46,NA,NA,NA,NA,1275018
261450018,3451,1060,98,0,1,0,0,NA,NA,NA,NA,NA,NA,9,12,2,45,49,5,2,12,NA,NA,5,6,61,NA,NA,NA,NA,2072932
261450019,2873,974,99,1,0,0,0,NA,NA,NA,NA,NA,NA,3,2,2,42,51,3,4,8,NA,NA,4,5,73,NA,NA,NA,NA,1365941
261450020,4322,1276,100,0,0,0,0,NA,NA,NA,NA,NA,NA,4,5,1,41,49,7,3,9,NA,NA,3,2,83,NA,NA,NA,NA,1508445
261450021,5652,1888,100,0,0,0,0,NA,NA,NA,NA,NA,NA,2,2,1,28,58,8,6,2,NA,NA,2,2,89,NA,NA,NA,NA,2658010
261450101,4031,1638,99,0,1,0,89,NA,NA,NA,NA,NA,NA,2,1,1,41,48,6,4,6,NA,NA,2,5,82,NA,NA,NA,NA,91940940
261450102,2478,968,99,1,0,0,77,NA,NA,NA,NA,NA,NA,3,2,1,42,56,1,0,0,NA,NA,4,2,85,NA,NA,NA,NA,48677972
261450103,5918,2396,99,1,0,0,100,NA,NA,NA,NA,NA,NA,3,3,2,35,52,9,5,13,NA,NA,1,2,88,NA,NA,NA,NA,36978951
261450104,13264,4879,99,0,0,0,8,NA,NA,NA,NA,NA,NA,2,2,1,25,57,13,6,5,NA,NA,2,2,81,NA,NA,NA,NA,12094320
261450105,5987,2469,100,0,0,0,87,NA,NA,NA,NA,NA,NA,2,2,1,17,57,16,11,2,NA,NA,1,3,87,NA,NA,NA,NA,11475519
261450106,2052,813,98,0,0,2,48,NA,NA,NA,NA,NA,NA,7,11,3,60,35,3,2,20,NA,NA,2,2,87,NA,NA,NA,NA,4210872
261450107,8509,3594,95,5,0,0,55,NA,NA,NA,NA,NA,NA,4,3,2,45,50,3,2,14,NA,NA,1,1,84,NA,NA,NA,NA,8865266
261450108,2179,884,100,0,0,0,56,NA,NA,NA,NA,NA,NA,3,2,0,51,47,1,0,13,NA,NA,2,2,86,NA,NA,NA,NA,21673074
261450109,2709,1106,35,61,0,4,46,NA,NA,NA,NA,NA,NA,18,19,9,84,16,1,0,14,NA,NA,4,7,78,NA,NA,NA,NA,14625754
261450110,9118,3745,75,25,0,0,20,NA,NA,NA,NA,NA,NA,5,5,2,55,40,3,2,8,NA,NA,2,2,90,NA,NA,NA,NA,10920314
261450111,1915,723,99,0,0,0,0,NA,NA,NA,NA,NA,NA,8,5,2,57,42,1,0,3,NA,NA,1,4,88,NA,NA,NA,NA,68503031
261450112,1810,775,100,0,0,0,0,NA,NA,NA,NA,NA,NA,10,10,0,58,40,1,1,6,NA,NA,2,5,88,NA,NA,NA,NA,92307716
261450113,1910,769,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,50,38,9,4,6,NA,NA,0,1,85,NA,NA,NA,NA,86847399
261450114,2834,1041,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,41,45,10,4,8,NA,NA,0,2,82,NA,NA,NA,NA,4951038
261450115,3152,1355,99,1,1,0,51,NA,NA,NA,NA,NA,NA,6,7,3,58,40,2,0,13,NA,NA,6,3,85,NA,NA,NA,NA,10268819
261450116,5499,2173,100,0,0,0,18,NA,NA,NA,NA,NA,NA,4,3,1,41,50,5,5,5,NA,NA,1,3,82,NA,NA,NA,NA,27709781
261450117,4236,1886,100,0,0,0,90,NA,NA,NA,NA,NA,NA,5,4,1,56,41,1,1,13,NA,NA,4,2,90,NA,NA,NA,NA,51931694
261450118,3377,1386,98,2,0,0,12,NA,NA,NA,NA,NA,NA,7,7,4,60,38,2,1,26,NA,NA,4,3,89,NA,NA,NA,NA,71065155
261450119,4024,1707,99,0,0,1,85,NA,NA,NA,NA,NA,NA,5,5,1,49,48,3,0,12,NA,NA,4,4,92,NA,NA,NA,NA,111435010
261450120,8668,3765,100,0,0,0,54,NA,NA,NA,NA,NA,NA,5,5,1,38,51,7,3,14,NA,NA,3,2,87,NA,NA,NA,NA,82384705
261450121,3490,1545,100,0,0,0,91,NA,NA,NA,NA,NA,NA,8,8,1,46,45,4,5,8,NA,NA,3,3,85,NA,NA,NA,NA,96046295
261450122,1962,856,99,0,0,1,82,NA,NA,NA,NA,NA,NA,10,10,3,53,44,2,0,14,NA,NA,3,2,83,NA,NA,NA,NA,65260780
261450123,2337,943,99,0,0,1,NA,NA,NA,NA,NA,NA,NA,15,14,4,60,38,2,0,16,NA,NA,4,4,90,NA,NA,NA,NA,157623292
261450124,1252,579,99,0,1,0,NA,NA,NA,NA,NA,NA,NA,11,9,2,62,38,0,0,18,NA,NA,4,5,88,NA,NA,NA,NA,96035167
261450125,3602,1543,99,0,0,0,93,NA,NA,NA,NA,NA,NA,15,12,3,61,36,1,1,18,NA,NA,4,4,86,NA,NA,NA,NA,222951550
261450126,3721,1522,100,0,0,0,22,NA,NA,NA,NA,NA,NA,7,8,2,52,43,3,2,13,NA,NA,3,3,85,NA,NA,NA,NA,96423453
261450127,2598,1125,100,0,0,0,0,NA,NA,NA,NA,NA,NA,7,7,3,41,55,1,2,4,NA,NA,2,1,90,NA,NA,NA,NA,82196143
261450128,2876,1137,100,0,0,0,100,NA,NA,NA,NA,NA,NA,9,9,2,47,45,4,4,13,NA,NA,5,6,79,NA,NA,NA,NA,7646071
261450129,4657,2223,99,1,0,0,0,NA,NA,NA,NA,NA,NA,7,8,2,56,42,1,1,8,NA,NA,3,3,89,NA,NA,NA,NA,188606343
261450130,3140,1439,97,1,1,1,0,NA,NA,NA,NA,NA,NA,7,6,1,67,32,0,1,7,NA,NA,2,8,88,NA,NA,NA,NA,92409873
261450131,4618,2019,100,0,0,0,81,NA,NA,NA,NA,NA,NA,6,4,3,50,46,3,2,16,NA,NA,1,3,88,NA,NA,NA,NA,92203555
261476001,9958,3576,100,0,0,0,100,NA,NA,NA,NA,NA,NA,4,4,1,27,56,10,7,4,NA,NA,2,3,86,NA,NA,NA,NA,6680373
261476002,4673,1829,93,7,1,0,0,NA,NA,NA,NA,NA,NA,13,14,4,59,38,1,1,24,NA,NA,5,4,71,NA,NA,NA,NA,2123885
261476003,3840,1425,99,0,0,0,30,NA,NA,NA,NA,NA,NA,5,5,2,61,37,2,1,8,NA,NA,2,5,76,NA,NA,NA,NA,2756384
261476004,3677,1174,99,1,1,0,0,NA,NA,NA,NA,NA,NA,11,11,3,50,45,3,3,14,NA,NA,5,5,50,NA,NA,NA,NA,2092653
26147600499,19,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
261476005,2459,739,98,1,1,0,0,NA,NA,NA,NA,NA,NA,24,29,6,58,34,4,4,24,NA,NA,4,7,30,NA,NA,NA,NA,929078
26147600599,75,0,92,4,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,0,35,65,0,0,17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
261476006,5197,1869,100,0,0,0,63,NA,NA,NA,NA,NA,NA,8,9,4,44,48,4,4,19,NA,NA,5,4,78,NA,NA,NA,NA,1784595
261476007,4468,1635,96,4,0,0,16,NA,NA,NA,NA,NA,NA,10,9,5,53,44,2,1,16,NA,NA,4,4,72,NA,NA,NA,NA,1775369
261476008,2804,1075,53,46,0,1,15,NA,NA,NA,NA,NA,NA,17,17,9,67,30,2,1,37,NA,NA,7,6,65,NA,NA,NA,NA,2975629
261476009,1629,510,98,2,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,4,37,50,7,6,13,NA,NA,2,6,74,NA,NA,NA,NA,1176678
261476101,1806,749,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,10,2,44,45,7,3,7,NA,NA,2,34,87,NA,NA,NA,NA,40495570
261476102,3842,1384,99,0,0,1,0,NA,NA,NA,NA,NA,NA,14,12,2,53,45,1,0,14,NA,NA,5,10,85,NA,NA,NA,NA,351431437
261476103,1447,483,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,10,1,56,40,3,2,5,NA,NA,4,5,84,NA,NA,NA,NA,3343668
261476104,1060,456,99,0,0,1,55,NA,NA,NA,NA,NA,NA,10,5,1,52,40,2,5,0,NA,NA,3,6,78,NA,NA,NA,NA,2625350
261476105,6181,2517,98,0,0,1,64,NA,NA,NA,NA,NA,NA,12,9,2,55,42,1,1,15,NA,NA,5,10,83,NA,NA,NA,NA,378561748
261476106,6330,2634,98,1,0,0,55,NA,NA,NA,NA,NA,NA,8,8,2,53,43,3,1,19,NA,NA,4,7,87,NA,NA,NA,NA,282901914
261476107,6182,2557,100,0,0,0,98,NA,NA,NA,NA,NA,NA,5,3,2,36,51,9,5,10,NA,NA,3,7,87,NA,NA,NA,NA,41547895
261476108,5558,2209,89,11,0,0,77,NA,NA,NA,NA,NA,NA,10,9,3,59,37,1,3,33,NA,NA,6,6,84,NA,NA,NA,NA,33084628
261476109,5610,2104,100,0,0,0,100,NA,NA,NA,NA,NA,NA,3,2,0,34,61,3,2,13,NA,NA,3,2,91,NA,NA,NA,NA,17965727
261476110,5963,2577,98,2,0,0,56,NA,NA,NA,NA,NA,NA,7,7,2,57,42,1,0,14,NA,NA,4,7,87,NA,NA,NA,NA,97170025
261476111,3857,1701,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,1,56,40,2,2,19,NA,NA,2,8,86,NA,NA,NA,NA,193263818
261476112,5445,2118,100,0,0,0,100,NA,NA,NA,NA,NA,NA,8,7,2,48,47,3,2,16,NA,NA,5,12,82,NA,NA,NA,NA,190407212
261476113,4770,1729,100,0,0,0,43,NA,NA,NA,NA,NA,NA,9,8,1,43,45,7,5,7,NA,NA,3,6,78,NA,NA,NA,NA,6968037
261476114,2103,686,100,0,0,0,100,NA,NA,NA,NA,NA,NA,8,9,3,41,48,6,5,18,NA,NA,6,10,87,NA,NA,NA,NA,17203554
261476115,4567,1693,100,0,0,0,0,NA,NA,NA,NA,NA,NA,11,11,3,50,46,2,2,17,NA,NA,6,3,77,NA,NA,NA,NA,5357470
261476116,7738,2656,100,0,0,0,0,NA,NA,NA,NA,NA,NA,7,8,1,55,41,2,1,23,NA,NA,5,20,84,NA,NA,NA,NA,97531617
261476117,4523,1570,100,0,0,0,100,NA,NA,NA,NA,NA,NA,5,4,1,46,49,3,3,22,14,NA,5,13,80,NA,NA,NA,NA,43961986
261476118,710,260,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,7,5,60,35,5,0,14,NA,NA,6,71,88,NA,NA,NA,NA,50966414
261476119,3684,1371,99,0,1,0,84,NA,NA,NA,NA,NA,NA,11,9,4,45,47,4,4,17,NA,NA,4,13,80,NA,NA,NA,NA,3540659
261610001,1195,36,92,6,2,0,100,NA,NA,NA,NA,NA,NA,7,0,1,16,22,13,48,10,NA,NA,1,11,3,NA,NA,NA,NA,447265
261610002,7043,216,93,4,2,0,48,NA,NA,NA,NA,NA,NA,2,0,0,4,18,12,66,1,NA,NA,2,5,0,NA,NA,NA,NA,1452740
261610003,6984,235,95,2,2,1,39,NA,NA,NA,NA,NA,NA,4,6,1,11,21,16,51,1,NA,NA,2,2,8,NA,NA,NA,NA,1120166
261610004,3928,1241,93,5,1,0,17,NA,NA,NA,NA,NA,NA,3,3,1,10,26,17,47,7,NA,NA,2,3,63,NA,NA,NA,NA,1077473
261610005,6057,405,92,5,3,1,57,NA,NA,NA,NA,NA,NA,11,10,2,14,24,14,48,1,NA,NA,3,1,13,NA,NA,NA,NA,993422
261610006,5193,1095,90,7,1,1,51,NA,NA,NA,NA,NA,NA,5,5,1,33,39,9,19,6,NA,NA,3,4,41,NA,NA,NA,NA,1681264
261610007,2903,703,53,45,1,0,100,NA,NA,NA,NA,NA,NA,14,14,3,53,29,6,12,13,NA,NA,5,3,34,NA,NA,NA,NA,1088033
261610008,2697,115,90,6,3,1,0,NA,NA,NA,NA,NA,NA,16,38,1,17,26,12,44,1,NA,NA,2,2,8,NA,NA,NA,NA,471355
261610009,6624,1441,88,5,6,1,49,NA,NA,NA,NA,NA,NA,14,16,0,3,19,20,58,2,NA,NA,2,2,6,NA,NA,NA,NA,4606290
261610010,5070,1618,98,1,1,0,74,NA,NA,NA,NA,NA,NA,1,1,0,5,28,22,46,7,NA,NA,2,3,86,NA,NA,NA,NA,7709140
26161001101,2139,853,90,9,1,0,72,NA,NA,NA,NA,NA,NA,3,2,1,10,46,15,28,15,NA,NA,1,2,84,NA,NA,NA,NA,2285777
26161001102,858,281,98,2,0,0,NA,NA,NA,NA,NA,NA,NA,8,10,0,28,48,13,11,13,NA,NA,2,2,76,NA,NA,NA,NA,4598332
26161001103,3936,1122,95,4,1,0,61,NA,NA,NA,NA,NA,NA,7,10,1,17,43,14,26,3,NA,NA,2,10,30,NA,NA,NA,NA,2725172
26161001104,3224,1204,96,3,1,0,91,NA,NA,NA,NA,NA,NA,7,8,1,17,47,12,24,16,NA,NA,2,1,50,NA,NA,NA,NA,1663267
261610012,5397,1893,97,2,2,0,37,NA,NA,NA,NA,NA,NA,2,3,1,11,36,19,33,6,NA,NA,1,2,58,NA,NA,NA,NA,3193858
26161001301,6173,2350,95,4,1,0,79,NA,NA,NA,NA,NA,NA,6,6,1,22,40,14,24,15,NA,NA,1,4,57,NA,NA,NA,NA,9053052
26161001302,1097,531,100,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,4,34,27,35,5,NA,NA,1,3,95,NA,NA,NA,NA,1453560
261610014,8953,2974,96,3,1,1,15,NA,NA,NA,NA,NA,NA,2,2,0,15,45,16,25,6,NA,NA,1,3,64,NA,NA,NA,NA,4947567
261610015,7453,2438,95,3,1,0,70,NA,NA,NA,NA,NA,NA,3,4,0,22,45,13,20,7,NA,NA,1,3,62,NA,NA,NA,NA,2998784
261610016,3721,1583,97,1,1,0,100,NA,NA,NA,NA,NA,NA,6,7,0,22,50,12,17,12,NA,NA,1,1,87,NA,NA,NA,NA,5944160
26161001701,4447,1716,79,20,1,0,100,NA,NA,NA,NA,NA,NA,3,3,1,22,37,13,29,9,NA,NA,2,2,79,NA,NA,NA,NA,3389293
26161001702,545,273,99,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,23,44,12,21,8,NA,NA,3,1,93,NA,NA,NA,NA,4386117
261610018,6975,1930,81,17,2,0,42,NA,NA,NA,NA,NA,NA,8,9,2,15,37,14,34,8,NA,NA,2,4,36,NA,NA,NA,NA,7175667
26161001901,2766,1435,95,2,2,0,31,NA,NA,NA,NA,NA,NA,2,2,0,3,32,21,44,3,NA,NA,1,12,97,NA,NA,NA,NA,3347611
26161001902,1630,374,96,3,1,0,51,NA,NA,NA,NA,NA,NA,2,2,0,2,29,22,47,0,NA,NA,0,1,24,NA,NA,NA,NA,1408545
26161001903,1203,226,96,2,2,0,NA,NA,NA,NA,NA,NA,NA,7,7,1,14,35,14,37,0,NA,NA,2,6,17,NA,NA,NA,NA,3331450
26161001904,84,50,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,11,24,65,0,NA,NA,0,0,26,NA,NA,NA,NA,1364228
26161001905,1184,392,99,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,12,1,14,35,12,38,18,NA,NA,4,3,83,NA,NA,NA,NA,41556258
261610020,2368,959,100,0,0,0,0,NA,NA,NA,NA,NA,NA,4,3,0,37,50,5,8,13,NA,NA,4,3,74,NA,NA,NA,NA,84350549
261610021,7867,3340,73,27,0,0,76,NA,NA,NA,NA,NA,NA,8,8,4,56,37,4,3,24,NA,NA,7,4,82,NA,NA,NA,NA,12490295
26161002201,5542,1978,100,0,0,0,63,NA,NA,NA,NA,NA,NA,5,4,2,51,44,3,2,22,NA,NA,3,3,67,NA,NA,NA,NA,2832815
26161002202,4990,1837,96,4,0,0,91,NA,NA,NA,NA,NA,NA,6,8,2,67,31,1,1,27,NA,NA,6,1,78,NA,NA,NA,NA,4307163
26161002203,5465,2514,84,16,0,0,90,NA,NA,NA,NA,NA,NA,2,2,2,41,50,4,5,17,NA,NA,5,3,87,NA,NA,NA,NA,6825571
26161002204,5336,2331,99,1,0,0,74,NA,NA,NA,NA,NA,NA,2,2,1,40,48,6,5,16,NA,NA,5,5,87,NA,NA,NA,NA,6953573
261610023,2487,753,93,7,0,0,100,NA,NA,NA,NA,NA,NA,10,9,1,51,39,4,6,37,NA,NA,6,2,70,NA,NA,NA,NA,1410890
261610024,2559,821,82,17,1,0,0,NA,NA,NA,NA,NA,NA,15,19,2,68,30,1,1,33,NA,NA,8,7,34,NA,NA,NA,NA,1927257
26161002501,1886,844,6,92,0,1,0,NA,NA,NA,NA,NA,NA,23,27,13,77,23,1,0,17,NA,NA,6,7,51,NA,NA,NA,NA,959655
26161002502,4,12,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,79,NA,NA,NA,NA,416641
261610026,3020,990,27,73,0,0,NA,NA,NA,NA,NA,NA,NA,10,11,4,58,32,3,7,34,NA,NA,5,3,49,NA,NA,NA,NA,1132221
261610027,4956,1044,96,3,1,1,0,NA,NA,NA,NA,NA,NA,6,8,1,29,45,10,16,9,NA,NA,4,6,43,NA,NA,NA,NA,1543889
261610028,3383,442,90,9,1,0,0,NA,NA,NA,NA,NA,NA,8,11,1,49,33,8,10,1,NA,NA,6,6,16,NA,NA,NA,NA,930461
26161002901,2796,802,98,2,0,0,0,NA,NA,NA,NA,NA,NA,7,6,0,12,40,19,29,3,NA,NA,3,5,56,NA,NA,NA,NA,1380202
26161002902,326,77,87,13,0,1,NA,NA,NA,NA,NA,NA,NA,5,7,3,10,50,21,19,6,NA,NA,2,2,0,NA,NA,NA,NA,609174
26161002903,7893,233,91,7,0,1,80,NA,NA,NA,NA,NA,NA,15,19,1,9,61,20,10,25,NA,NA,2,2,2,NA,NA,NA,NA,858163
26161002904,576,50,84,15,0,0,0,NA,NA,NA,NA,NA,NA,9,0,3,11,68,0,21,3,NA,NA,6,25,2,NA,NA,NA,NA,470235
26161003001,1292,300,94,6,1,0,40,NA,NA,NA,NA,NA,NA,5,8,1,22,45,7,27,6,NA,NA,3,5,17,NA,NA,NA,NA,1700727
26161003002,242,8,95,5,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,42,35,0,23,0,NA,NA,10,28,8,NA,NA,NA,NA,530043
261610031,2821,1078,94,6,0,0,0,NA,NA,NA,NA,NA,NA,3,2,1,31,52,7,10,9,NA,NA,5,2,83,NA,NA,NA,NA,5202243
261610032,2432,939,98,1,0,0,0,NA,NA,NA,NA,NA,NA,5,4,0,42,42,6,10,8,NA,NA,3,6,75,NA,NA,NA,NA,49291193
261610033,3212,1116,95,5,0,0,0,NA,NA,NA,NA,NA,NA,7,7,1,36,47,7,10,11,NA,NA,1,2,82,NA,NA,NA,NA,68185597
261610034,4378,1798,92,8,0,0,67,NA,NA,NA,NA,NA,NA,9,10,0,57,40,2,1,6,NA,NA,4,3,82,NA,NA,NA,NA,95155900
261610035,3775,1208,94,6,0,0,42,NA,NA,NA,NA,NA,NA,6,6,1,44,47,4,4,38,NA,NA,1,4,71,NA,NA,NA,NA,2434797
261610036,5681,1255,87,12,0,0,0,NA,NA,NA,NA,NA,NA,3,3,2,57,37,3,3,30,NA,NA,1,9,75,NA,NA,NA,NA,91713463
261610037,4811,1874,99,1,0,0,45,NA,NA,NA,NA,NA,NA,2,2,0,25,61,7,8,6,NA,NA,2,2,68,NA,NA,NA,NA,8381667
261610038,3047,1080,100,0,0,0,100,NA,NA,NA,NA,NA,NA,6,3,1,35,52,6,7,13,NA,NA,2,2,81,NA,NA,NA,NA,178983222
261610039,3228,1243,100,0,0,0,84,NA,NA,NA,NA,NA,NA,6,3,1,51,44,4,2,11,NA,NA,3,4,85,NA,NA,NA,NA,285604409
261610040,2739,1035,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,1,40,52,4,4,9,NA,NA,2,3,78,NA,NA,NA,NA,99981604
261610041,2842,1105,100,0,0,0,0,NA,NA,NA,NA,NA,NA,2,1,0,42,48,4,6,9,NA,NA,2,3,81,NA,NA,NA,NA,182752555
261610042,3939,1335,99,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,3,43,46,5,6,7,NA,NA,3,3,71,NA,NA,NA,NA,5709246
261610043,3680,1241,95,5,0,0,0,NA,NA,NA,NA,NA,NA,5,5,1,46,46,3,5,24,NA,NA,2,3,80,NA,NA,NA,NA,176734303
261610044,4816,1774,99,0,0,0,100,NA,NA,NA,NA,NA,NA,3,2,1,36,48,8,7,6,NA,NA,2,2,69,NA,NA,NA,NA,119571440
261610045,3259,1355,99,0,1,0,92,NA,NA,NA,NA,NA,NA,3,2,0,27,45,12,16,11,NA,NA,3,2,87,NA,NA,NA,NA,59570230
261610046,2461,891,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,2,50,35,7,8,26,NA,NA,4,3,68,NA,NA,NA,NA,22108351
261610047,1514,582,99,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,0,43,42,7,8,26,NA,NA,4,3,81,NA,NA,NA,NA,74003584
261610048,3001,1188,98,2,0,0,NA,NA,NA,NA,NA,NA,NA,8,8,1,39,51,4,5,9,NA,NA,4,4,82,NA,NA,NA,NA,88837810
261630001,391,0,99,1,1,0,0,NA,NA,NA,NA,NA,NA,9,NA,1,30,46,9,15,0,NA,NA,1,10,1,NA,NA,NA,NA,803415
261630002,627,194,90,5,1,4,51,NA,NA,NA,NA,NA,NA,12,39,11,87,6,4,3,24,NA,NA,0,14,15,NA,NA,NA,NA,705448
261630003,1254,436,92,5,0,3,68,NA,NA,NA,NA,NA,NA,29,36,6,79,20,0,1,30,NA,NA,3,7,35,NA,NA,NA,NA,834954
261630004,1063,269,76,21,1,3,44,NA,NA,NA,NA,NA,NA,32,47,9,70,30,0,0,49,NA,NA,4,16,17,NA,NA,NA,NA,455440
261630005,1804,796,68,27,1,4,57,NA,NA,NA,NA,NA,NA,29,34,13,85,13,1,1,48,NA,NA,6,7,44,NA,NA,NA,NA,636294
261630006,405,140,81,16,1,3,73,NA,NA,NA,NA,NA,NA,10,8,3,84,7,0,9,10,NA,NA,6,3,30,NA,NA,NA,NA,633114
261630007,2547,874,89,7,2,2,43,NA,NA,NA,NA,NA,NA,21,22,5,78,19,1,2,40,NA,NA,6,7,30,NA,NA,NA,NA,551865
261630008,1950,714,74,21,1,4,60,NA,NA,NA,NA,NA,NA,9,6,5,81,19,0,0,30,NA,NA,5,8,40,NA,NA,NA,NA,657708
261630009,1822,706,44,54,0,1,29,NA,NA,NA,NA,NA,NA,22,21,7,68,29,1,1,34,NA,NA,7,11,50,NA,NA,NA,NA,413116
261630010,2408,978,17,82,0,1,62,NA,NA,NA,NA,NA,NA,35,39,14,85,15,0,1,31,NA,NA,7,11,54,NA,NA,NA,NA,510411
261630011,2084,823,2,98,0,0,85,NA,NA,NA,NA,NA,NA,22,27,10,71,27,2,0,34,NA,NA,5,10,56,NA,NA,NA,NA,515950
261630012,2488,979,4,96,0,0,50,NA,NA,NA,NA,NA,NA,27,29,11,71,26,2,1,30,NA,NA,4,8,48,NA,NA,NA,NA,269058
261630013,1808,604,2,98,0,0,NA,NA,NA,NA,NA,NA,NA,22,25,13,71,28,1,0,39,NA,NA,3,7,49,NA,NA,NA,NA,237509
261630015,1417,477,1,98,0,0,100,NA,NA,NA,NA,NA,NA,26,27,10,69,26,3,2,29,NA,NA,8,12,27,NA,NA,NA,NA,358447
261630016,2745,875,4,96,0,0,100,NA,NA,NA,NA,NA,NA,29,36,13,67,32,1,0,38,NA,NA,8,11,29,NA,NA,NA,NA,560987
261630017,347,132,1,98,0,0,NA,NA,NA,NA,NA,NA,NA,36,35,19,82,18,0,0,10,NA,NA,6,15,22,NA,NA,NA,NA,320380
261630018,1524,422,26,73,1,0,44,NA,NA,NA,NA,NA,NA,24,32,10,67,29,1,3,30,NA,NA,6,5,13,NA,NA,NA,NA,241174
261630019,5630,2324,2,97,1,0,32,NA,NA,NA,NA,NA,NA,31,34,14,75,25,0,0,45,NA,NA,11,9,33,NA,NA,NA,NA,682713
261630020,2798,1116,9,91,0,0,0,NA,NA,NA,NA,NA,NA,37,38,13,71,27,0,2,30,NA,NA,4,15,34,NA,NA,NA,NA,750158
261630021,3273,1254,12,87,1,0,0,NA,NA,NA,NA,NA,NA,24,26,11,74,24,2,0,33,NA,NA,6,10,36,NA,NA,NA,NA,556964
261630022,866,153,77,19,3,0,34,NA,NA,NA,NA,NA,NA,22,28,7,58,29,8,4,24,NA,NA,2,11,16,NA,NA,NA,NA,469159
261630023,191,15,91,4,5,0,NA,NA,NA,NA,NA,NA,NA,24,50,3,53,24,16,7,24,NA,NA,0,9,5,NA,NA,NA,NA,475057
261630024,1024,39,75,17,3,4,NA,NA,NA,NA,NA,NA,NA,8,0,4,39,23,12,27,4,NA,NA,4,24,1,NA,NA,NA,NA,407968
261630025,1146,125,87,6,5,1,37,NA,NA,NA,NA,NA,NA,7,6,1,17,38,14,31,5,NA,NA,3,6,3,NA,NA,NA,NA,394590
261630027,1091,328,69,26,4,1,100,NA,NA,NA,NA,NA,NA,38,49,13,72,24,3,1,17,NA,NA,5,17,15,NA,NA,NA,NA,725959
261630028,5442,2145,16,83,0,0,81,NA,NA,NA,NA,NA,NA,52,56,22,72,25,2,1,44,NA,NA,7,12,3,NA,NA,NA,NA,419061
261630029,1940,341,71,24,3,2,44,NA,NA,NA,NA,NA,NA,29,34,7,63,21,7,9,21,NA,NA,8,14,5,NA,NA,NA,NA,237148
261630030,5221,1745,48,49,3,1,41,NA,NA,NA,NA,NA,NA,42,44,15,72,23,1,3,25,NA,NA,6,17,2,NA,NA,NA,NA,370167
261630031,4543,483,74,17,8,1,55,NA,NA,NA,NA,NA,NA,24,33,10,64,28,2,6,26,NA,NA,3,13,2,NA,NA,NA,NA,532000
261630032,4115,292,84,10,5,1,46,NA,NA,NA,NA,NA,NA,15,23,9,64,33,1,2,42,NA,NA,5,20,1,NA,NA,NA,NA,391164
