census_tract_fips,population_total,population_under_18,pct_white,pct_black,pct_asian,pct_other,pct_hispanic,pct_white_nh,pct_black_nh,pct_asian_nh,pct_other_nh,median_income,median_income_2010_adj,pct_poverty,pct_poverty_under_18,pct_assisted_income,pct_no_hs,pct_hs,pct_bach,pct_higher_than_bach,pct_hs_dropout,pct_female_hh,pct_single_parent,pct_unemployed,pct_vacant_housing,pct_owner_occupied,median_rent,median_rent_2010_adj,median_home_value,median_home_value_2010_adj,area_m2
040131096,5281,2439,98,1,1,0,50,NA,NA,NA,NA,NA,NA,2,2,1,37,55,5,3,24,NA,NA,3,2,88,NA,NA,NA,NA,5107204
040131097,7545,3620,98,1,0,0,30,NA,NA,NA,NA,NA,NA,5,6,1,41,55,4,1,17,NA,NA,1,1,85,NA,NA,NA,NA,5179005
040131098,6346,3122,95,4,1,0,26,NA,NA,NA,NA,NA,NA,11,11,1,35,59,3,3,7,NA,NA,3,1,85,NA,NA,NA,NA,2506311
040131099,5360,2483,98,1,1,0,56,NA,NA,NA,NA,NA,NA,6,7,1,35,59,5,2,11,NA,NA,2,1,90,NA,NA,NA,NA,2604656
040131100,8414,3999,97,3,1,0,38,NA,NA,NA,NA,NA,NA,5,5,1,39,57,3,2,17,NA,NA,2,1,88,NA,NA,NA,NA,2577709
040131101,4655,2088,97,1,2,1,50,NA,NA,NA,NA,NA,NA,4,3,2,42,52,3,3,20,NA,NA,2,2,84,NA,NA,NA,NA,2560937
040131102,618,106,98,0,2,0,59,NA,NA,NA,NA,NA,NA,10,8,5,66,34,0,0,26,NA,NA,0,3,69,NA,NA,NA,NA,2621183
040131103,5115,1359,99,0,1,0,45,NA,NA,NA,NA,NA,NA,4,4,1,35,53,6,6,10,NA,NA,2,1,86,NA,NA,NA,NA,2521706
040131104,5700,1380,99,0,1,0,16,NA,NA,NA,NA,NA,NA,4,5,0,24,57,10,9,2,NA,NA,2,5,57,NA,NA,NA,NA,2486525
040131105,4883,840,92,0,7,0,10,NA,NA,NA,NA,NA,NA,7,11,2,28,53,9,11,20,NA,NA,2,9,26,NA,NA,NA,NA,2709658
040131106,5043,1211,97,0,3,0,45,NA,NA,NA,NA,NA,NA,8,9,3,36,48,10,6,10,NA,NA,2,6,45,NA,NA,NA,NA,2602819
040131107,5543,1403,98,0,1,0,48,NA,NA,NA,NA,NA,NA,4,5,1,38,54,5,4,17,NA,NA,2,4,68,NA,NA,NA,NA,2604067
040131108,4234,1166,99,0,1,0,22,NA,NA,NA,NA,NA,NA,8,6,1,24,55,13,8,8,NA,NA,1,6,53,NA,NA,NA,NA,2609401
040131109,6457,1498,99,0,1,0,13,NA,NA,NA,NA,NA,NA,3,3,1,32,58,6,4,3,NA,NA,1,5,41,NA,NA,NA,NA,2626870
040131110,4937,1527,100,0,0,0,13,NA,NA,NA,NA,NA,NA,4,5,1,21,57,13,10,6,NA,NA,1,2,79,NA,NA,NA,NA,2613880
040131111,5141,1842,99,0,1,0,42,NA,NA,NA,NA,NA,NA,3,4,0,18,56,11,14,4,NA,NA,1,2,83,NA,NA,NA,NA,3215368
040131112,5135,1513,98,0,1,1,35,NA,NA,NA,NA,NA,NA,6,7,1,32,56,6,6,13,NA,NA,2,6,47,NA,NA,NA,NA,10095164
040131113,4464,1506,99,0,1,0,50,NA,NA,NA,NA,NA,NA,4,3,1,33,56,5,6,10,NA,NA,2,2,81,NA,NA,NA,NA,2607874
040131114,5882,1814,99,0,1,0,54,NA,NA,NA,NA,NA,NA,5,5,1,37,54,5,4,11,NA,NA,2,1,78,NA,NA,NA,NA,2628564
040131115,5860,1539,99,0,1,0,55,NA,NA,NA,NA,NA,NA,9,8,2,43,52,3,2,16,NA,NA,3,3,59,NA,NA,NA,NA,2596979
040131116,7393,1894,98,1,1,0,31,NA,NA,NA,NA,NA,NA,7,7,2,47,45,4,5,14,NA,NA,3,9,51,NA,NA,NA,NA,2604180
040131117,6831,1768,94,4,2,0,45,NA,NA,NA,NA,NA,NA,9,11,2,48,45,3,4,18,NA,NA,2,5,59,NA,NA,NA,NA,2549201
040131118,5028,960,98,1,2,0,51,NA,NA,NA,NA,NA,NA,6,12,1,26,51,11,12,17,NA,NA,1,8,54,NA,NA,NA,NA,2631604
040131119,3027,724,98,0,1,0,27,NA,NA,NA,NA,NA,NA,3,4,1,25,45,17,13,17,NA,NA,2,4,78,NA,NA,NA,NA,2583940
040131120,2506,735,98,1,1,0,18,NA,NA,NA,NA,NA,NA,5,4,1,43,44,7,6,15,NA,NA,1,4,67,NA,NA,NA,NA,2604691
040131121,3127,1213,98,0,1,1,57,NA,NA,NA,NA,NA,NA,10,13,4,63,33,3,0,37,NA,NA,2,3,67,NA,NA,NA,NA,2584857
040131122,7210,2886,98,0,1,0,45,NA,NA,NA,NA,NA,NA,8,6,1,54,42,3,2,24,NA,NA,2,1,66,NA,NA,NA,NA,2559498
040131123,2513,1164,94,3,2,1,53,NA,NA,NA,NA,NA,NA,3,3,1,43,52,1,3,14,NA,NA,2,1,91,NA,NA,NA,NA,2586723
040131124,2285,1009,99,0,1,0,12,NA,NA,NA,NA,NA,NA,6,6,0,38,55,4,3,6,NA,NA,2,0,94,NA,NA,NA,NA,2586096
040131125,3155,1296,97,1,2,0,51,NA,NA,NA,NA,NA,NA,17,18,3,62,34,3,1,44,NA,NA,3,3,74,NA,NA,NA,NA,79430115
040131126,6539,2431,95,3,1,1,47,NA,NA,NA,NA,NA,NA,10,10,2,65,33,1,1,25,NA,NA,2,3,71,NA,NA,NA,NA,2599618
040131127,6041,2313,95,1,3,1,43,NA,NA,NA,NA,NA,NA,11,11,3,54,43,2,1,20,NA,NA,4,2,59,NA,NA,NA,NA,2572757
040131128,856,188,96,1,3,0,0,NA,NA,NA,NA,NA,NA,19,27,5,61,34,5,1,12,NA,NA,4,5,62,NA,NA,NA,NA,2621438
040131129,5705,1628,94,1,5,0,57,NA,NA,NA,NA,NA,NA,16,18,4,62,32,2,4,32,NA,NA,3,9,39,NA,NA,NA,NA,2564135
040131130,3694,558,95,1,4,0,56,NA,NA,NA,NA,NA,NA,15,26,1,33,54,8,5,20,NA,NA,3,12,14,NA,NA,NA,NA,1316246
040131131,3231,395,93,1,5,1,26,NA,NA,NA,NA,NA,NA,16,25,5,43,48,6,3,13,NA,NA,4,9,9,NA,NA,NA,NA,1313432
040131132,9486,2823,89,5,5,1,49,NA,NA,NA,NA,NA,NA,18,20,5,59,36,2,2,38,NA,NA,4,6,32,NA,NA,NA,NA,2608146
040131133,7532,2694,89,7,3,1,42,NA,NA,NA,NA,NA,NA,36,43,8,63,34,2,1,32,NA,NA,4,4,35,NA,NA,NA,NA,2598820
040131134,1087,46,87,8,5,0,45,NA,NA,NA,NA,NA,NA,NA,NA,0,88,12,0,0,52,NA,NA,0,NA,NA,NA,NA,NA,NA,661468
040131135,5107,1618,98,1,1,0,43,NA,NA,NA,NA,NA,NA,9,10,1,47,47,3,3,11,NA,NA,3,4,53,NA,NA,NA,NA,1939984
040131136,3726,1155,98,0,1,1,38,NA,NA,NA,NA,NA,NA,11,12,2,48,46,2,3,30,NA,NA,2,2,56,NA,NA,NA,NA,2661029
040131137,4786,1229,99,0,1,0,45,NA,NA,NA,NA,NA,NA,5,8,1,45,50,3,3,15,NA,NA,2,2,71,NA,NA,NA,NA,2470504
040131138,3736,1222,92,5,3,0,54,NA,NA,NA,NA,NA,NA,18,20,5,69,29,1,1,40,NA,NA,4,6,53,NA,NA,NA,NA,18544211
040131139,6201,2854,64,33,2,0,47,NA,NA,NA,NA,NA,NA,40,45,14,82,17,1,0,44,NA,NA,3,7,40,NA,NA,NA,NA,2668197
040131140,3323,1142,51,45,3,1,50,NA,NA,NA,NA,NA,NA,38,43,14,83,15,0,2,34,NA,NA,4,9,22,NA,NA,NA,NA,2604064
040131141,1031,23,71,10,19,0,21,NA,NA,NA,NA,NA,NA,12,18,8,65,27,1,7,0,NA,NA,4,6,4,NA,NA,NA,NA,1302979
040131142,2353,828,83,13,2,2,51,NA,NA,NA,NA,NA,NA,39,46,11,86,13,1,0,50,NA,NA,3,8,28,NA,NA,NA,NA,1288661
040131143,5815,2249,55,41,3,2,51,NA,NA,NA,NA,NA,NA,44,53,15,76,22,0,2,49,NA,NA,3,10,23,NA,NA,NA,NA,2633308
040131144,4661,1676,65,31,3,1,44,NA,NA,NA,NA,NA,NA,19,25,7,67,28,2,2,22,NA,NA,2,4,48,NA,NA,NA,NA,2597182
040131145,5198,2126,94,4,2,1,52,NA,NA,NA,NA,NA,NA,15,13,6,74,24,1,1,42,NA,NA,4,3,54,NA,NA,NA,NA,2607009
040131146,2194,972,93,0,7,0,45,NA,NA,NA,NA,NA,NA,21,24,8,71,27,1,1,51,NA,NA,6,9,31,NA,NA,NA,NA,2587747
040131147,4697,1999,88,6,5,1,50,NA,NA,NA,NA,NA,NA,37,44,10,81,18,1,0,49,NA,NA,3,6,41,NA,NA,NA,NA,10865999
040131148,3384,1246,38,59,2,2,47,NA,NA,NA,NA,NA,NA,29,28,13,78,19,2,1,34,NA,NA,2,11,63,NA,NA,NA,NA,5494803
040131149,3634,1509,83,14,3,0,55,NA,NA,NA,NA,NA,NA,33,40,14,82,15,2,1,34,NA,NA,2,7,30,NA,NA,NA,NA,2902479
040131150,4816,2198,93,2,2,3,38,NA,NA,NA,NA,NA,NA,30,31,10,89,11,0,0,47,NA,NA,4,6,56,NA,NA,NA,NA,2999738
040131151,3257,1480,91,4,3,2,39,NA,NA,NA,NA,NA,NA,25,23,11,86,13,0,1,38,NA,NA,2,9,60,NA,NA,NA,NA,3471951
040131152,2008,853,12,87,0,1,32,NA,NA,NA,NA,NA,NA,44,42,10,89,11,0,0,32,NA,NA,3,8,66,NA,NA,NA,NA,7200579
040131153,2600,1131,59,37,2,1,58,NA,NA,NA,NA,NA,NA,37,38,16,80,17,1,2,43,NA,NA,2,12,57,NA,NA,NA,NA,4345315
040131154,2804,1280,95,2,2,1,43,NA,NA,NA,NA,NA,NA,24,26,7,75,24,0,1,51,NA,NA,4,11,53,NA,NA,NA,NA,2572643
040131155,3349,1710,90,7,2,1,40,NA,NA,NA,NA,NA,NA,17,18,3,74,25,0,1,46,NA,NA,3,2,90,NA,NA,NA,NA,2598795
040131156,961,475,59,38,2,1,39,NA,NA,NA,NA,NA,NA,2,4,1,57,40,1,1,7,NA,NA,1,8,96,NA,NA,NA,NA,2561020
040131157,4095,1855,95,2,2,1,48,NA,NA,NA,NA,NA,NA,12,14,4,67,32,0,1,49,NA,NA,5,7,74,NA,NA,NA,NA,2588612
040131158,4815,1913,95,3,1,1,57,NA,NA,NA,NA,NA,NA,16,16,5,65,33,2,1,38,NA,NA,3,4,53,NA,NA,NA,NA,2606751
040131159,3081,1425,72,27,1,0,53,NA,NA,NA,NA,NA,NA,27,29,6,75,22,1,1,29,NA,NA,2,7,70,NA,NA,NA,NA,2573460
040131160,4892,2412,26,71,1,2,42,NA,NA,NA,NA,NA,NA,17,19,3,66,29,3,1,31,NA,NA,3,5,82,NA,NA,NA,NA,2483693
040131161,2529,1093,20,78,1,1,55,NA,NA,NA,NA,NA,NA,36,40,10,83,16,1,0,28,NA,NA,4,8,66,NA,NA,NA,NA,2422639
040131162,1313,437,93,2,3,1,25,NA,NA,NA,NA,NA,NA,6,8,3,63,34,2,1,37,NA,NA,3,6,68,NA,NA,NA,NA,13229682
040131163,3898,2004,37,61,1,1,57,NA,NA,NA,NA,NA,NA,27,32,7,70,28,1,1,26,NA,NA,3,6,82,NA,NA,NA,NA,2679657
040131164,3133,1436,89,9,2,0,39,NA,NA,NA,NA,NA,NA,14,14,6,61,39,0,0,30,NA,NA,2,6,72,NA,NA,NA,NA,2646022
040131165,4237,1707,86,12,2,1,43,NA,NA,NA,NA,NA,NA,10,12,2,55,41,2,2,20,NA,NA,1,4,81,NA,NA,NA,NA,2641558
040131166,3607,1587,95,1,4,1,44,NA,NA,NA,NA,NA,NA,10,12,1,49,44,5,2,18,NA,NA,1,5,72,NA,NA,NA,NA,74390311
040131167,5677,2279,92,6,2,0,48,NA,NA,NA,NA,NA,NA,6,5,1,44,46,4,5,15,NA,NA,3,3,83,NA,NA,NA,NA,128799815
040132168,3457,1550,98,0,1,0,74,NA,NA,NA,NA,NA,NA,4,4,1,12,54,20,15,7,NA,NA,2,4,90,NA,NA,NA,NA,509405750
040132169,3823,1657,99,0,0,0,46,NA,NA,NA,NA,NA,NA,8,8,0,11,62,14,14,0,NA,NA,2,2,89,NA,NA,NA,NA,5564394
040132170,7738,3177,99,0,0,0,42,NA,NA,NA,NA,NA,NA,6,6,0,19,56,15,10,5,NA,NA,2,7,90,NA,NA,NA,NA,5698963
040132171,5483,2319,99,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,0,15,65,11,8,5,NA,NA,1,2,93,NA,NA,NA,NA,2608021
040132172,3142,532,99,0,1,0,45,NA,NA,NA,NA,NA,NA,2,2,0,16,61,14,9,2,NA,NA,1,13,57,NA,NA,NA,NA,2651687
040132173,1926,654,100,0,0,0,75,NA,NA,NA,NA,NA,NA,5,5,0,10,55,21,13,3,NA,NA,1,15,81,NA,NA,NA,NA,2837537
040132174,2808,814,99,0,0,0,41,NA,NA,NA,NA,NA,NA,2,2,0,14,56,13,17,3,NA,NA,2,3,71,NA,NA,NA,NA,2170040
040132175,4480,1151,99,0,1,0,46,NA,NA,NA,NA,NA,NA,4,5,1,26,56,9,9,4,NA,NA,2,14,45,NA,NA,NA,NA,2335409
040132176,2164,678,99,0,1,0,45,NA,NA,NA,NA,NA,NA,7,6,3,37,55,3,4,14,NA,NA,2,13,54,NA,NA,NA,NA,2595462
040132177,5471,2362,99,0,0,0,43,NA,NA,NA,NA,NA,NA,2,2,0,20,60,11,8,7,NA,NA,1,1,93,NA,NA,NA,NA,2550577
040132178,7580,3219,99,0,1,0,54,NA,NA,NA,NA,NA,NA,3,3,0,20,61,11,8,4,NA,NA,2,5,86,NA,NA,NA,NA,2544392
040132179,4195,1648,99,0,1,0,31,NA,NA,NA,NA,NA,NA,6,6,0,23,63,7,7,3,NA,NA,3,2,87,NA,NA,NA,NA,2570572
040132180,5979,2270,99,0,1,0,33,NA,NA,NA,NA,NA,NA,3,4,1,22,62,10,6,6,NA,NA,2,2,82,NA,NA,NA,NA,2549808
040132181,2802,1114,99,0,1,0,90,NA,NA,NA,NA,NA,NA,7,2,0,28,56,10,5,5,NA,NA,2,3,89,NA,NA,NA,NA,980926
040132182,5976,2592,97,0,2,1,59,NA,NA,NA,NA,NA,NA,4,5,1,35,55,6,4,13,NA,NA,4,3,78,NA,NA,NA,NA,2579617
040132183,2009,502,98,1,1,1,46,NA,NA,NA,NA,NA,NA,5,6,1,26,54,12,8,4,NA,NA,1,1,61,NA,NA,NA,NA,2247105
040133184,2471,940,98,0,2,1,26,NA,NA,NA,NA,NA,NA,8,9,2,41,48,7,4,25,NA,NA,2,3,68,NA,NA,NA,NA,8790780
040133185,4663,1948,99,0,1,0,26,NA,NA,NA,NA,NA,NA,2,2,2,19,64,8,9,6,NA,NA,2,2,82,NA,NA,NA,NA,2220579
040133186,114,10,92,2,7,0,0,NA,NA,NA,NA,NA,NA,0,0,8,79,21,0,0,0,NA,NA,0,7,62,NA,NA,NA,NA,3036101
040133187,3212,167,96,2,2,1,49,NA,NA,NA,NA,NA,NA,12,13,0,21,47,12,20,0,NA,NA,2,6,21,NA,NA,NA,NA,2600467
040133188,2885,662,96,2,1,1,36,NA,NA,NA,NA,NA,NA,8,9,2,33,47,6,14,11,NA,NA,3,4,28,NA,NA,NA,NA,3076431
040133189,6616,2796,98,1,1,1,46,NA,NA,NA,NA,NA,NA,4,4,0,27,57,8,8,10,NA,NA,2,1,71,NA,NA,NA,NA,2592235
040133190,4708,642,96,1,2,0,25,NA,NA,NA,NA,NA,NA,9,10,1,14,46,14,26,1,NA,NA,2,2,48,NA,NA,NA,NA,2588566
040133191,6823,1050,97,1,1,1,32,NA,NA,NA,NA,NA,NA,9,9,1,22,51,12,15,7,NA,NA,4,3,20,NA,NA,NA,NA,2574728
040133192,3659,1239,98,0,1,0,40,NA,NA,NA,NA,NA,NA,10,9,1,49,44,3,4,18,NA,NA,2,2,53,NA,NA,NA,NA,2582042
040133193,1452,658,94,0,1,4,51,NA,NA,NA,NA,NA,NA,34,34,10,89,9,1,1,52,NA,NA,3,1,52,NA,NA,NA,NA,1161687
040133194,8802,3822,98,1,1,0,59,NA,NA,NA,NA,NA,NA,4,4,0,10,56,19,14,2,NA,NA,2,9,93,NA,NA,NA,NA,9920225
040133195,5890,2708,99,0,1,0,39,NA,NA,NA,NA,NA,NA,2,3,0,13,52,17,18,3,NA,NA,1,1,89,NA,NA,NA,NA,2569897
040133196,5705,2177,98,0,1,0,37,NA,NA,NA,NA,NA,NA,8,8,1,13,50,15,22,5,NA,NA,2,3,69,NA,NA,NA,NA,2579418
040133197,2387,1063,99,0,1,0,54,NA,NA,NA,NA,NA,NA,3,3,0,30,52,8,10,10,NA,NA,1,4,70,NA,NA,NA,NA,16116595
040133198,4028,1847,99,1,0,0,38,NA,NA,NA,NA,NA,NA,1,1,1,11,61,14,14,3,NA,NA,1,8,89,NA,NA,NA,NA,2598177
040133199,359,130,99,1,0,0,0,NA,NA,NA,NA,NA,NA,13,14,0,50,19,21,10,11,NA,NA,6,1,43,NA,NA,NA,NA,28608356
040133200,4151,2208,65,0,22,13,47,NA,NA,NA,NA,NA,NA,50,52,10,86,11,1,1,45,NA,NA,3,2,76,NA,NA,NA,NA,10001380
040134201,4000,1187,99,0,1,0,11,NA,NA,NA,NA,NA,NA,7,6,0,53,41,5,1,29,NA,NA,4,2,86,NA,NA,NA,NA,77724279
040134202,5744,546,99,0,0,0,66,NA,NA,NA,NA,NA,NA,6,8,1,41,48,8,3,8,NA,NA,1,4,87,NA,NA,NA,NA,48759711
040134203,882,270,98,0,1,0,0,NA,NA,NA,NA,NA,NA,9,13,0,41,52,3,4,32,NA,NA,0,3,80,NA,NA,NA,NA,13381598
040134204,2068,811,97,0,3,0,0,NA,NA,NA,NA,NA,NA,12,14,1,44,52,3,1,11,NA,NA,2,1,85,NA,NA,NA,NA,14784426
040134205,1083,510,95,4,1,0,0,NA,NA,NA,NA,NA,NA,9,11,2,39,48,6,7,19,NA,NA,5,4,80,NA,NA,NA,NA,5189273
040134206,1157,460,98,0,2,0,50,NA,NA,NA,NA,NA,NA,4,0,0,48,48,3,2,0,NA,NA,2,6,85,NA,NA,NA,NA,7707930
040134207,1945,255,99,1,0,0,76,NA,NA,NA,NA,NA,NA,6,17,1,43,45,9,2,21,NA,NA,3,1,86,NA,NA,NA,NA,15565107
040134208,1790,707,99,0,1,0,15,NA,NA,NA,NA,NA,NA,1,0,2,25,53,11,11,3,NA,NA,1,3,60,NA,NA,NA,NA,2593721
040134209,4887,2070,99,0,1,0,42,NA,NA,NA,NA,NA,NA,5,6,1,22,58,10,9,9,NA,NA,2,3,82,NA,NA,NA,NA,2556616
040134210,3227,1121,82,17,1,0,31,NA,NA,NA,NA,NA,NA,16,20,3,50,40,6,3,12,NA,NA,3,4,48,NA,NA,NA,NA,2582114
040134211,4854,1932,98,0,1,0,6,NA,NA,NA,NA,NA,NA,5,6,1,23,58,10,9,6,NA,NA,3,2,65,NA,NA,NA,NA,5810981
040134212,2784,1186,99,0,1,0,44,NA,NA,NA,NA,NA,NA,4,2,1,32,56,6,6,6,NA,NA,2,1,88,NA,NA,NA,NA,7235894
040134213,7231,2437,99,0,1,0,27,NA,NA,NA,NA,NA,NA,5,3,2,46,46,4,4,13,NA,NA,3,2,73,NA,NA,NA,NA,6648255
040134214,3809,1060,95,3,1,0,59,NA,NA,NA,NA,NA,NA,13,20,5,62,30,4,3,17,NA,NA,3,6,32,NA,NA,NA,NA,2553252
040134215,5133,1517,99,0,1,0,29,NA,NA,NA,NA,NA,NA,7,7,2,44,45,6,5,13,NA,NA,2,9,53,NA,NA,NA,NA,2654000
040134216,5146,1983,99,0,1,0,8,NA,NA,NA,NA,NA,NA,5,4,0,34,54,6,6,12,NA,NA,3,3,79,NA,NA,NA,NA,2558681
040134217,3139,365,99,0,1,0,19,NA,NA,NA,NA,NA,NA,4,8,1,46,44,6,4,6,NA,NA,2,2,93,NA,NA,NA,NA,2540114
040134218,2991,1309,99,0,0,0,33,NA,NA,NA,NA,NA,NA,6,6,1,27,63,6,5,14,NA,NA,1,4,75,NA,NA,NA,NA,2568011
040134219,5376,2338,99,0,1,0,38,NA,NA,NA,NA,NA,NA,9,9,1,35,55,5,5,13,NA,NA,1,3,73,NA,NA,NA,NA,2627678
040134220,5665,2386,98,0,1,1,24,NA,NA,NA,NA,NA,NA,10,10,3,49,45,3,3,17,NA,NA,2,3,68,NA,NA,NA,NA,2552043
040134221,5655,2144,99,0,0,0,57,NA,NA,NA,NA,NA,NA,9,9,1,40,51,6,3,6,NA,NA,2,2,89,NA,NA,NA,NA,6709875
040134222,393,246,97,1,1,1,56,NA,NA,NA,NA,NA,NA,3,0,4,57,30,7,7,11,NA,NA,4,2,57,NA,NA,NA,NA,30132854
040134223,1652,689,98,1,1,0,0,NA,NA,NA,NA,NA,NA,6,7,0,38,52,5,4,6,NA,NA,4,6,74,NA,NA,NA,NA,25999778
040134224,2238,956,97,1,1,1,63,NA,NA,NA,NA,NA,NA,19,23,4,62,32,3,3,18,NA,NA,2,6,54,NA,NA,NA,NA,10288260
040134225,610,289,99,0,0,0,0,NA,NA,NA,NA,NA,NA,8,11,0,34,50,12,4,0,NA,NA,0,6,74,NA,NA,NA,NA,33509299
040134226,7095,1700,99,1,1,0,41,NA,NA,NA,NA,NA,NA,11,13,2,54,40,3,2,22,NA,NA,1,3,86,NA,NA,NA,NA,134883073
040135227,5641,2495,93,2,5,1,53,NA,NA,NA,NA,NA,NA,25,24,3,67,27,4,2,31,NA,NA,3,9,43,NA,NA,NA,NA,412477629
040135228,3443,1212,89,8,1,1,52,NA,NA,NA,NA,NA,NA,7,8,0,19,63,14,4,5,NA,NA,1,0,0,NA,NA,NA,NA,15398009
040135229,3458,1286,97,1,2,1,28,NA,NA,NA,NA,NA,NA,12,13,1,52,43,3,2,31,NA,NA,3,7,62,NA,NA,NA,NA,5159185
040135230,6090,2370,99,0,1,0,51,NA,NA,NA,NA,NA,NA,7,9,1,23,62,8,7,8,NA,NA,3,7,74,NA,NA,NA,NA,10495285
040135231,4510,1988,88,9,2,0,46,NA,NA,NA,NA,NA,NA,25,29,4,69,30,1,0,20,NA,NA,4,9,44,NA,NA,NA,NA,7772155
040136232,809,402,7,0,93,0,79,NA,NA,NA,NA,NA,NA,64,61,21,79,19,0,2,20,NA,NA,5,4,77,NA,NA,NA,NA,388358984
040137233,3474,1473,80,7,12,1,46,NA,NA,NA,NA,NA,NA,23,24,4,63,33,1,3,29,NA,NA,4,12,45,NA,NA,NA,NA,7784556780
040190001,404,45,99,1,1,0,64,NA,NA,NA,NA,NA,NA,19,0,6,55,33,3,8,0,NA,NA,2,6,8,NA,NA,NA,NA,738616
040190002,2576,823,98,1,1,1,48,NA,NA,NA,NA,NA,NA,10,7,3,48,40,8,5,20,NA,NA,1,7,47,NA,NA,NA,NA,1900867
040190003,1414,414,58,38,4,0,40,NA,NA,NA,NA,NA,NA,19,23,12,67,27,1,5,16,NA,NA,2,20,34,NA,NA,NA,NA,1339386
040190004,3370,560,95,3,2,0,57,NA,NA,NA,NA,NA,NA,18,29,3,39,41,7,13,10,NA,NA,3,13,33,NA,NA,NA,NA,1875999
040190005,8460,471,96,1,3,0,40,NA,NA,NA,NA,NA,NA,18,22,1,23,44,15,19,1,NA,NA,2,10,21,NA,NA,NA,NA,2324109
040190006,5402,958,96,0,4,0,33,NA,NA,NA,NA,NA,NA,9,11,2,25,42,10,22,2,NA,NA,2,6,60,NA,NA,NA,NA,2941536
040190007,5598,1686,97,2,1,0,46,NA,NA,NA,NA,NA,NA,11,11,2,35,50,6,8,10,NA,NA,1,3,69,NA,NA,NA,NA,3206897
040190008,1861,603,75,22,1,1,62,NA,NA,NA,NA,NA,NA,35,40,8,73,23,2,2,16,NA,NA,3,8,40,NA,NA,NA,NA,3192248
040190009,4014,1349,89,6,3,1,43,NA,NA,NA,NA,NA,NA,40,48,10,78,19,2,1,36,NA,NA,2,12,20,NA,NA,NA,NA,1289452
040190010,2237,1025,78,18,3,1,42,NA,NA,NA,NA,NA,NA,47,52,14,86,13,1,0,41,NA,NA,6,5,23,NA,NA,NA,NA,1191730
040190011,3805,1708,97,1,1,1,46,NA,NA,NA,NA,NA,NA,27,28,11,82,17,1,0,35,NA,NA,3,3,63,NA,NA,NA,NA,1212909
040190012,2845,1393,76,7,16,1,45,NA,NA,NA,NA,NA,NA,39,40,5,80,19,1,0,27,NA,NA,4,5,69,NA,NA,NA,NA,3941178
040190013,6616,1601,95,3,2,0,53,NA,NA,NA,NA,NA,NA,15,19,2,51,40,4,5,21,NA,NA,3,9,40,NA,NA,NA,NA,4278020
040190014,4261,1155,62,36,1,1,13,NA,NA,NA,NA,NA,NA,18,22,3,41,44,5,9,11,NA,NA,2,5,54,NA,NA,NA,NA,2077430
040190015,5351,1039,97,1,1,1,34,NA,NA,NA,NA,NA,NA,10,7,2,30,48,10,12,6,NA,NA,1,4,57,NA,NA,NA,NA,2439003
040190016,4072,853,99,0,1,0,34,NA,NA,NA,NA,NA,NA,8,8,1,27,45,13,15,6,NA,NA,2,4,68,NA,NA,NA,NA,2389646
040190017,2771,688,100,0,0,0,18,NA,NA,NA,NA,NA,NA,7,5,0,24,54,9,13,2,NA,NA,1,3,70,NA,NA,NA,NA,1407714
040190018,6957,1395,98,1,1,0,37,NA,NA,NA,NA,NA,NA,13,11,1,30,53,9,8,13,NA,NA,2,6,44,NA,NA,NA,NA,3527653
040190019,3358,817,99,0,1,0,46,NA,NA,NA,NA,NA,NA,1,1,0,14,44,21,21,4,NA,NA,2,5,78,NA,NA,NA,NA,5204426
040190020,8188,3171,97,2,0,0,41,NA,NA,NA,NA,NA,NA,10,11,1,40,53,3,4,14,NA,NA,3,5,81,NA,NA,NA,NA,4834645
040190021,5843,2540,71,28,1,0,41,NA,NA,NA,NA,NA,NA,13,16,3,48,49,3,1,21,NA,NA,1,5,58,NA,NA,NA,NA,6037535
040190022,3146,1267,66,32,1,0,41,NA,NA,NA,NA,NA,NA,23,25,6,60,37,3,0,14,NA,NA,2,6,74,NA,NA,NA,NA,7576571
040190023,6220,2413,85,2,10,2,45,NA,NA,NA,NA,NA,NA,35,41,10,77,21,1,1,23,NA,NA,4,5,45,NA,NA,NA,NA,2642250
040190024,6546,2554,95,1,3,1,51,NA,NA,NA,NA,NA,NA,26,28,6,71,27,2,0,38,NA,NA,3,6,53,NA,NA,NA,NA,3230609
040190025,5597,2499,97,1,1,1,52,NA,NA,NA,NA,NA,NA,18,20,3,69,28,2,1,25,NA,NA,4,3,82,NA,NA,NA,NA,19877118
040190026,7970,2224,99,0,1,0,34,NA,NA,NA,NA,NA,NA,13,14,2,43,46,5,6,12,NA,NA,3,6,52,NA,NA,NA,NA,5418365
040190027,4966,1201,98,0,1,1,35,NA,NA,NA,NA,NA,NA,5,7,1,26,50,11,14,12,NA,NA,2,6,51,NA,NA,NA,NA,6178702
040190028,5920,1542,98,1,1,1,45,NA,NA,NA,NA,NA,NA,11,10,2,41,48,6,5,22,NA,NA,3,4,53,NA,NA,NA,NA,3311755
04019002901,4869,1330,99,0,1,0,65,NA,NA,NA,NA,NA,NA,7,6,1,35,53,7,5,10,NA,NA,2,4,61,NA,NA,NA,NA,2651704
04019002902,6458,1961,98,1,1,0,52,NA,NA,NA,NA,NA,NA,9,11,1,27,49,12,11,3,NA,NA,1,3,63,NA,NA,NA,NA,7224161
